Council name,Contest Name,First Name,Surname,Party Description,
Argyll & Bute Council,Ward 4 - Oban South and the Isles,David,POLLARD,Scottish Liberal Democrats,
Argyll & Bute Council,Ward 5 - Oban North and Lorn,Brian,BURNETT,Independent,
Argyll & Bute Council,Ward 5 - Oban North and Lorn,Kieron,GREEN,Independent,
Argyll & Bute Council,Ward 5 - Oban North and Lorn,Neil,MACKAY,Independent,
Argyll & Bute Council,Ward 5 - Oban North and Lorn,Julie,MCKENZIE,Scottish National Party (SNP),
Argyll & Bute Council,Ward 5 - Oban North and Lorn,Allan,MCKIE,Independent,
Argyll & Bute Council,Ward 5 - Oban North and Lorn,William,MOHIEDDEEN,Scottish Greens - Power In Your Hands,
Argyll & Bute Council,Ward 5 - Oban North and Lorn,Grant,NICHOLSON,Independent,
Argyll & Bute Council,Ward 5 - Oban North and Lorn,Elaine,ROBERTSON,Independent,
Argyll & Bute Council,Ward 5 - Oban North and Lorn,Breege,SMYTH,Scottish National Party (SNP),
Argyll & Bute Council,Ward 5 - Oban North and Lorn,Andrew,VENNARD,Scottish Conservative and Unionist,
Argyll & Bute Council,Ward 6 - Cowal,William Gordon,BLAIR,Scottish National Party (SNP),
Argyll & Bute Council,Ward 6 - Cowal,Alex,MCNAUGHTON,Independent,
Argyll & Bute Council,Ward 6 - Cowal,Yvonne,MCNEILLY,Scottish Conservative and Unionist,
Argyll & Bute Council,Ward 6 - Cowal,Alison,MULHOLLAND,Scottish National Party (SNP),
Argyll & Bute Council,Ward 6 - Cowal,Alan,REID,Scottish Liberal Democrats,
Argyll & Bute Council,Ward 6 - Cowal,Susanna,RICE,Scottish Labour Party,
Argyll & Bute Council,Ward 7 - Dunoon,John,ALLISON,Independent,
Argyll & Bute Council,Ward 7 - Dunoon,Jim,ANDERSON,Independent,
Argyll & Bute Council,Ward 7 - Dunoon,Audrey E,FORREST,Scottish National Party (SNP),
Argyll & Bute Council,Ward 7 - Dunoon,Bobby,GOOD,Scottish Conservative and Unionist,
Argyll & Bute Council,Ward 7 - Dunoon,Brian,LOGAN,Independent,
Argyll & Bute Council,Ward 7 - Dunoon,Keir,LOW,Scottish National Party (SNP),
Argyll & Bute Council,Ward 7 - Dunoon,Gordon,MCKINVEN,Independent,
Argyll & Bute Council,Ward 7 - Dunoon,Jimmy,MCQUEEN,Independent,
Argyll & Bute Council,Ward 7 - Dunoon,Ross,MORELAND,Scottish Liberal Democrats,
Argyll & Bute Council,Ward 7 - Dunoon,Mick,RICE,Scottish Labour Party,
Argyll & Bute Council,Ward 8 - Isle of Bute,Jim,FINDLAY,Scottish National Party (SNP),
Argyll & Bute Council,Ward 8 - Isle of Bute,Fraser,GILLIES,Independent,
Argyll & Bute Council,Ward 8 - Isle of Bute,Robert,MACINTYRE,Scottish National Party (SNP),
Argyll & Bute Council,Ward 8 - Isle of Bute,John,MCCALLUM,Independent,
Argyll & Bute Council,Ward 8 - Isle of Bute,Jean Murray,MOFFAT,Independent,
Argyll & Bute Council,Ward 8 - Isle of Bute,Len,SCOULLAR,Independent,
Argyll & Bute Council,Ward 8 - Isle of Bute,Peter,WALLACE,Scottish Conservative and Unionist,
Argyll & Bute Council,Ward 9 - Lomond North,Fiona,BAKER,Independent,
Argyll & Bute Council,Ward 9 - Lomond North,George,FREEMAN,Independent,
Argyll & Bute Council,Ward 9 - Lomond North,Fiona,HOWARD,Scottish Labour Party,
Argyll & Bute Council,Ward 9 - Lomond North,Paul Donald,KENNEDY,Scottish Liberal Democrats,
Argyll & Bute Council,Ward 9 - Lomond North,Robert,MACINTYRE,Independent,
Argyll & Bute Council,Ward 9 - Lomond North,Barbara,MORGAN,Scottish Conservative and Unionist,
Argyll & Bute Council,Ward 9 - Lomond North,Iain Shonny,PATERSON,Scottish National Party (SNP),
Argyll & Bute Council,Ward 10 - Helensburgh Central,Lorna,DOUGLAS,Scottish National Party (SNP),
Argyll & Bute Council,Ward 10 - Helensburgh Central,Graham Archibald,HARDIE,Scottish Liberal Democrats,
Argyll & Bute Council,Ward 10 - Helensburgh Central,Aileen,MORTON,Scottish Liberal Democrats,
Argyll & Bute Council,Ward 10 - Helensburgh Central,Gary,MULVANEY,Scottish Conservative and Unionist,
Argyll & Bute Council,Ward 10 - Helensburgh Central,James,ROBB,Independent,
Argyll & Bute Council,Ward 11 - Helensburgh and Lomond South,Mike,CROWE,Independent,
Argyll & Bute Council,Ward 11 - Helensburgh and Lomond South,Jacqueline,DAVIS,Scottish Liberal Democrats,
Argyll & Bute Council,Ward 11 - Helensburgh and Lomond South,Christopher,FAGAN,Scottish Labour Party,
Argyll & Bute Council,Ward 11 - Helensburgh and Lomond South,David,KINNIBURGH,Scottish Conservative and Unionist,
Argyll & Bute Council,Ward 11 - Helensburgh and Lomond South,Ian,MACQUIRE,Independent,
Argyll & Bute Council,Ward 11 - Helensburgh and Lomond South,Ellen,MORTON,Scottish Liberal Democrats,
Argyll & Bute Council,Ward 11 - Helensburgh and Lomond South,Jack William,STREETER,UK Independence Party (UKIP),
Argyll & Bute Council,Ward 11 - Helensburgh and Lomond South,Richard,TRAIL,Scottish National Party (SNP),
74,,,,,
Clackmannanshire Council ,Ward 1 Clackmannanshire West,Thomas Joshua,HARRISON,Independent,
Clackmannanshire Council ,Ward 1 Clackmannanshire West,Jim,HAY,Scottish Liberal Democrats,
Clackmannanshire Council ,Ward 1 Clackmannanshire West,Darren,LEE,Scottish Conservative and Unionist,
Clackmannanshire Council ,Ward 1 Clackmannanshire West,George,MATCHETT,Scottish Labour Party,
Clackmannanshire Council ,Ward 1 Clackmannanshire West,Craig,MILLER,Scottish Labour Party,
Clackmannanshire Council ,Ward 1 Clackmannanshire West,Tina Margaret,MURPHY,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 1 Clackmannanshire West,Cara,QUINN,Scottish Green Party,
Clackmannanshire Council ,Ward 1 Clackmannanshire West,Les,SHARP,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 2 Clackmannanshire North,Donald,BALSILLIE,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 2 Clackmannanshire North,Martha,BENNY,Scottish Conservative and Unionist,
Clackmannanshire Council ,Ward 2 Clackmannanshire North,Dave,CLARK,Scottish Labour Party,
Clackmannanshire Council ,Ward 2 Clackmannanshire North,Archie,DRUMMOND,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 2 Clackmannanshire North,Jack,GERVAISE,Scottish Green Party,
Clackmannanshire Council ,Ward 2 Clackmannanshire North,Helen,LEWIS,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 2 Clackmannanshire North,Bobby,MCGILL,Scottish Labour Party,
Clackmannanshire Council ,Ward 2 Clackmannanshire North,Damian,SHERWOOD-JOHNSON,Scottish Liberal Democrats,
Clackmannanshire Council ,Ward 3 Clackmannanshire Central,Phil,FAIRLIE,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 3 Clackmannanshire Central,John,SHORT,Scottish Green Party,
Clackmannanshire Council ,Ward 3 Clackmannanshire Central,Derek,STEWART,Scottish Labour Party,
Clackmannanshire Council ,Ward 3 Clackmannanshire Central,Mike,WATSON,Scottish Conservative and Unionist,
Clackmannanshire Council ,Ward 3 Clackmannanshire Central,Graham,WATT,Scottish Labour Party,
Clackmannanshire Council ,Ward 3 Clackmannanshire Central,Jo,WILKINSON,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 4 Clackmannanshire South,John Shier,BIGGAM,Scottish Liberal Democrats,
Clackmannanshire Council ,Ward 4 Clackmannanshire South,Chris,DIXON,Scottish Conservative and Unionist,
Clackmannanshire Council ,Ward 4 Clackmannanshire South,Kenneth,EARLE,Scottish Labour Party,
Clackmannanshire Council ,Ward 4 Clackmannanshire South,Ellen,FORSON,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 4 Clackmannanshire South,Craig,HOLDEN,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 4 Clackmannanshire South,Bryan,QUINN,Scottish Green Party,
Clackmannanshire Council ,Ward 4 Clackmannanshire South,Christine,SINCLAIR,Scottish Labour Party,
Clackmannanshire Council ,Ward 5 Clackmannanshire East,Anne,ANDERSON,Scottish Liberal Democrats,
Clackmannanshire Council ,Ward 5 Clackmannanshire East,Graham,LINDSAY,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 5 Clackmannanshire East,Kathleen,MARTIN,Scottish Labour Party,
Clackmannanshire Council ,Ward 5 Clackmannanshire East,Bill,MASON,Scottish Conservative and Unionist,
Clackmannanshire Council ,Ward 5 Clackmannanshire East,Jane,MCTAGGART,Scottish National Party (SNP),
Clackmannanshire Council ,Ward 5 Clackmannanshire East,Marion,ROBERTSON,Scottish Green Party,
35,,,,,
Comhairle nan Eilean Siar,"Ward 1 Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",David,BLANEY,Independent,
Comhairle nan Eilean Siar,"Ward 1 Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",Ronald Joseph,MACKINNON,Independent,
Comhairle nan Eilean Siar,"Ward 1 Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",Gerry,MACLEOD,Independent,
Comhairle nan Eilean Siar,"Ward 1 Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",Calum,MACMILLAN,Scottish National Party (SNP),
Comhairle nan Eilean Siar,"Ward 1 Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",Iain Archie,MACNEIL,Independent,
Comhairle nan Eilean Siar,"Ward 1 Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",Donald,MANFORD,Scottish National Party (SNP),
Comhairle nan Eilean Siar,"Ward 1 Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",DONNIE,STEELE,Independent,
Comhairle nan Eilean Siar,"Ward 1 Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",PAUL FRANCIS,STEELE,,
Comhairle nan Eilean Siar,Ward 2 Beinn na Foghla agus Uibhist a Tuath,Neil Macdonald,BEATON,Independent,
Comhairle nan Eilean Siar,Ward 2 Beinn na Foghla agus Uibhist a Tuath,Ken,MACBRAYNE,Scottish Conservative and Unionist,
Comhairle nan Eilean Siar,Ward 2 Beinn na Foghla agus Uibhist a Tuath,Roddy,MACKAY,Independent,
Comhairle nan Eilean Siar,Ward 2 Beinn na Foghla agus Uibhist a Tuath,IAIN MURDOCH,MACLEOD,Independent,
Comhairle nan Eilean Siar,Ward 2 Beinn na Foghla agus Uibhist a Tuath,Roslyn,MACPHERSON,Scottish National Party (SNP),
Comhairle nan Eilean Siar,Ward 2 Beinn na Foghla agus Uibhist a Tuath,Uisdean,ROBERTSON,Independent,
Comhairle nan Eilean Siar,Ward 2 Beinn na Foghla agus Uibhist a Tuath,Andrew,WALKER,Independent,
Comhairle nan Eilean Siar,Ward 2 Beinn na Foghla agus Uibhist a Tuath,JOHN,MACLEOD,Independent,
Comhairle nan Eilean Siar,Ward 3 Na Hearadh agus Ceann a Deas nan Loch,Finlay,CUNNINGHAM,Independent,
Comhairle nan Eilean Siar,Ward 3 Na Hearadh agus Ceann a Deas nan Loch,Paul Anthony,FINNEGAN,Independent,
Comhairle nan Eilean Siar,Ward 3 Na Hearadh agus Ceann a Deas nan Loch,Catherine,MACDONALD,Independent,
Comhairle nan Eilean Siar,Ward 3 Na Hearadh agus Ceann a Deas nan Loch,DJ,MACRAE,Independent,
Comhairle nan Eilean Siar,Ward 3 Na Hearadh agus Ceann a Deas nan Loch,John Graham,MITCHELL,Scottish National Party (SNP),
Comhairle nan Eilean Siar,Ward 3 Na Hearadh agus Ceann a Deas nan Loch,Alex Dan,SMITH,Independent,
Comhairle nan Eilean Siar,Ward 3 Na Hearadh agus Ceann a Deas nan Loch,Denise,WILSON,Independent,
Comhairle nan Eilean Siar,Ward 3 Na Hearadh agus Ceann a Deas nan Loch,FIONA,MACLEOD,Scottish National Party (SNP),
Comhairle nan Eilean Siar,Ward 3 Na Hearadh agus Ceann a Deas nan Loch,SHEENA,MACLEOD,Independent,
Comhairle nan Eilean Siar,Ward 4 Sgir' Uige agus Ceann a Tuath nan Loch,Ranald,FRASER,Scottish Conservative and Unionist,
Comhairle nan Eilean Siar,Ward 4 Sgir' Uige agus Ceann a Tuath nan Loch,Norman Alexander,MACDONALD,Independent,
Comhairle nan Eilean Siar,Ward 4 Sgir' Uige agus Ceann a Tuath nan Loch,Donald Cudig,MACLEOD,Independent,
Comhairle nan Eilean Siar,Ward 4 Sgir' Uige agus Ceann a Tuath nan Loch,Angus,MORRISON,Independent,
Comhairle nan Eilean Siar,Ward 5 Sgire an Rubha,DON,MACDONALD,Scottish Conservative and Unionist,
Comhairle nan Eilean Siar,Ward 5 Sgire an Rubha,NORRIE TOMSH,MACDONALD,Independent,
Comhairle nan Eilean Siar,Ward 5 Sgire an Rubha,Alasdair,MACLEOD,Independent,
Comhairle nan Eilean Siar,Ward 5 Sgire an Rubha,John Murdo,MACMILLAN,Independent,
Comhairle nan Eilean Siar,Ward 5 Sgire an Rubha,Tony,ROBSON,Independent,
Comhairle nan Eilean Siar,Ward 5 Sgire an Rubha,Finlay Mackenzie,STEWART,Independent,
Comhairle nan Eilean Siar,Ward 6 Steòrnabhagh a Deas,Caroline Linda,BRICK,Independent,
Comhairle nan Eilean Siar,Ward 6 Steòrnabhagh a Deas,Keith,DODSON,Independent,
Comhairle nan Eilean Siar,Ward 6 Steòrnabhagh a Deas,Rae,MACKENZIE,Scottish National Party (SNP),
Comhairle nan Eilean Siar,Ward 6 Steòrnabhagh a Deas,Shonnie Beag,MACRITCHIE,Independent,
Comhairle nan Eilean Siar,Ward 6 Steòrnabhagh a Deas,Angus,MCCORMACK,Independent,
Comhairle nan Eilean Siar,Ward 6 Steòrnabhagh a Deas,Campbell,MCKENZIE,Independent,
Comhairle nan Eilean Siar,Ward 6 Steòrnabhagh a Deas,Derek,MCPHERSON,Independent,
Comhairle nan Eilean Siar,Ward 6 Steòrnabhagh a Deas,Charlie,NICOLSON,Independent,
Comhairle nan Eilean Siar,Ward 7 Steòrnabhagh a Tuath,Iain Maclean,MACAULAY,Independent,
Comhairle nan Eilean Siar,Ward 7 Steòrnabhagh a Tuath,NEIL,MACKAY,Independent,
Comhairle nan Eilean Siar,Ward 7 Steòrnabhagh a Tuath,RODDIE,MACKAY,Independent,
Comhairle nan Eilean Siar,Ward 7 Steòrnabhagh a Tuath,Gordon,MURRAY,Scottish National Party (SNP),
Comhairle nan Eilean Siar,Ward 7 Steòrnabhagh a Tuath,Lesley,MCKENZIE,Independent,
Comhairle nan Eilean Siar,Ward 8 Loch a Tuath,Donald Finlayson,CRICHTON,Independent,
Comhairle nan Eilean Siar,Ward 8 Loch a Tuath,Ruaraidh,FERGUSON,Independent,
Comhairle nan Eilean Siar,Ward 8 Loch a Tuath,IAIN C,MACIVER,Independent,
Comhairle nan Eilean Siar,Ward 8 Loch a Tuath,JOHN A,MACIVER,Scottish National Party (SNP),
Comhairle nan Eilean Siar,Ward 8 Loch a Tuath,Calum,MACLEAN,Independent,
Comhairle nan Eilean Siar,Ward 8 Loch a Tuath,Allan Cameron,MACLACHLAN,Independent,
Comhairle nan Eilean Siar,Ward 9 An Taobh Siar agus Nis,John,MACKAY,Independent,
Comhairle nan Eilean Siar,Ward 9 An Taobh Siar agus Nis,Alistair,MACLENNAN,Independent,
Comhairle nan Eilean Siar,Ward 9 An Taobh Siar agus Nis,JOHN NORMAN,MACLEOD,Independent,
Comhairle nan Eilean Siar,Ward 9 An Taobh Siar agus Nis,KENNETH,MACLEOD,Scottish National Party (SNP),
Comhairle nan Eilean Siar,Ward 9 An Taobh Siar agus Nis,KENNY JOHN,MACLEOD,Independent,
Comhairle nan Eilean Siar,Ward 9 An Taobh Siar agus Nis,Malcolm Ivor,MCTAGGART,Independent,
60,,,,,
Dumfries & Galloway Council,Ward 1 - Stranraer and the Rhins,Chris,COLLINGS,Scottish Libertarian Party,
Dumfries & Galloway Council,Ward 1 - Stranraer and the Rhins,Tracy,DAVIDSON,Independent,
Dumfries & Galloway Council,Ward 1 - Stranraer and the Rhins,Andrew,GIUSTI,Scottish Conservative and Unionist,
Dumfries & Galloway Council,Ward 1 - Stranraer and the Rhins,Robert,MCCRAE,Independent,
Dumfries & Galloway Council,Ward 1 - Stranraer and the Rhins,Marion,MCCUTCHEON,Independent,
Dumfries & Galloway Council,Ward 1 - Stranraer and the Rhins,Willie,SCOBIE,,
Dumfries & Galloway Council,Ward 1 - Stranraer and the Rhins,Tommy,SLOAN,Scottish Labour Party,
Dumfries & Galloway Council,Ward 1 - Stranraer and the Rhins,Ros,SURTEES,Scottish National Party (SNP),
Dumfries & Galloway Council,Ward 2 - Mid Galloway and Wigtown West,Barbara Anne,BANNATYNE,Scottish Green Party,
Dumfries & Galloway Council,Ward 2 - Mid Galloway and Wigtown West,Matthew,CURRY,Scottish Labour Party,
Dumfries & Galloway Council,Ward 2 - Mid Galloway and Wigtown West,Katie,HAGMANN,Scottish National Party (SNP),
Dumfries & Galloway Council,Ward 2 - Mid Galloway and Wigtown West,David,INGLIS,Scottish Conservative and Unionist,
Dumfries & Galloway Council,Ward 2 - Mid Galloway and Wigtown West,Jim,MCCOLM,Independent,
Dumfries & Galloway Council,Ward 2 - Mid Galloway and Wigtown West,John,MCCUTCHEON,Independent,
Dumfries & Galloway Council,Ward 2 - Mid Galloway and Wigtown West,Graham,NICOL,Scottish Conservative and Unionist,
Dumfries & Galloway Council,Ward 2 - Mid Galloway and Wigtown West,Steve,NORRIS,Scottish National Party (SNP),
Dumfries & Galloway Council,Ward 2 - Mid Galloway and Wigtown West,Richard,OXLEY,Independent,
Dumfries & Galloway Council,Ward 3 - Dee and Glenkens,Dougie,CAMPBELL,Scottish National Party (SNP),
Dumfries & Galloway Council,Ward 3 - Dee and Glenkens,Patsy,GILROY,Scottish Conservative and Unionist,
Dumfries & Galloway Council,Ward 3 - Dee and Glenkens,Andi,HOLMES,Independent,
Dumfries & Galloway Council,Ward 3 - Dee and Glenkens,Jane,MAITLAND,Independent,
Dumfries & Galloway Council,Ward 3 - Dee and Glenkens,Elizabeth,MAXWELL,Scottish Labour Party,
Dumfries & Galloway Council,Ward 3 - Dee and Glenkens,Andrew,METCALF,Scottish Liberal Democrats,
Dumfries & Galloway Council,Ward 3 - Dee and Glenkens,Laura,MOODIE,Scottish Green Party,
Dumfries & Galloway Council,Ward 3 - Dee and Glenkens,Douglas,SWAN,Independent,
Dumfries & Galloway Council,Ward 3 - Dee and Glenkens,John,THOM,,
Dumfries & Galloway Council,Ward 4 - Castle Douglas and Crocketford,Iain,HOWIE,Independent,
Dumfries & Galloway Council,Ward 4 - Castle Douglas and Crocketford,David,JAMES,Scottish Conservative and Unionist,
Dumfries & Galloway Council,Ward 4 - Castle Douglas and Crocketford,Lucy,MCKIE,Scottish Labour Party,
Dumfries & Galloway Council,Ward 4 - Castle Douglas and Crocketford,George,PRENTICE,Independent,
Dumfries & Galloway Council,Ward 4 - Castle Douglas and Crocketford,Paul John,TAYLORSON,Scottish Green Party,
Dumfries & Galloway Council,Ward 4 - Castle Douglas and Crocketford,John Lachlan,YOUNG,Scottish National Party (SNP),
Dumfries & Galloway Council,Ward 5 - Abbey,Ian,BLAKE,Scottish Conservative and Unionist,
Dumfries & Galloway Council,Ward 5 - Abbey,Rob,DAVIDSON,Scottish National Party (SNP),
Dumfries & Galloway Council,Ward 5 - Abbey,Belle,DOYLE,Independent,
Dumfries & Galloway Council,Ward 5 - Abbey,Kim,LOWE,Scottish National Party (SNP),
Dumfries & Galloway Council,Ward 5 - Abbey,Tom,MCAUGHTRIE,,
Dumfries & Galloway Council,Ward 5 - Abbey,Clare Barbara,PHILLIPS,Scottish Green Party,
Dumfries & Galloway Council,Ward 5 - Abbey,Davie,STITT,Scottish Labour Party,
Dumfries & Galloway Council,Ward 6 - North West Dumfries,Graham,BELL,Scottish Conservative and Unionist,
Dumfries & Galloway Council,Ward 6 - North West Dumfries,Stacy,BRADLEY,Scottish National Party (SNP),
Dumfries & Galloway Council,Ward 6 - North West Dumfries,Billy,FARRIES,,
Dumfries & Galloway Council,Ward 6 - North West Dumfries,Andy,FERGUSON,Scottish National Party (SNP),
Dumfries & Galloway Council,Ward 6 - North West Dumfries,Michelle Anne,JOHNSTON,Scottish Green Party,
Dumfries & Galloway Council,Ward 6 - North West Dumfries,David,MCKIE,Scottish Labour Party,
Dumfries & Galloway Council,Ward 6 - North West Dumfries,Ronnie,NICHOLSON,Scottish Labour Party,
Dumfries & Galloway Council,Ward 7 - Mid and Upper Nithsdale,Jim,DEMPSTER,Scottish Labour Party,
Dumfries & Galloway Council,Ward 7 - Mid and Upper Nithsdale,Matthew,RONNIE,Scottish Conservative and Unionist,
Dumfries & Galloway Council,Ward 7 - Mid and Upper Nithsdale,John,SYME,Scottish Labour Party,
Dumfries & Galloway Council,Ward 7 - Mid and Upper Nithsdale,Graham,WATSON,,
Dumfries & Galloway Council,Ward 7 - Mid and Upper Nithsdale,Andrew Stuart,WOOD,Scottish National Party (SNP),
